src,dest
/wiki/Tea,/wiki/The_Classic_of_Tea
/wiki/Tea,/wiki/Lu_Yu
/wiki/Tea,/wiki/Song_dynasty
/wiki/Tea,/wiki/Yuan_dynasty
/wiki/Tea,/wiki/Ming_dynasty
/wiki/Tea,/wiki/Redox
/wiki/Tea,/wiki/Oolong
/wiki/Tea,/wiki/Black_tea
/wiki/Tea,/wiki/Yellow_tea
/wiki/Tea,/wiki/Batumi
/wiki/Tea,/wiki/Russian_Empire
/wiki/Tea,/wiki/Giovanni_Battista_Ramusio
/wiki/Tea,/wiki/Macau
/wiki/Tea,"/wiki/Hirado,_Nagasaki"
/wiki/Tea,/wiki/The_Hague
/wiki/Tea,/wiki/New_Amsterdam
/wiki/Tea,/wiki/Cossacks
/wiki/Tea,/wiki/Ataman
/wiki/Tea,/wiki/Tsar
/wiki/Tea,/wiki/Michael_of_Russia
/wiki/Tea,/wiki/Pood
/wiki/Tea,/wiki/Jeremiah_Curtin
/wiki/Tea,/wiki/Altan_Khan_of_the_Khalkha
/wiki/Tea,/wiki/Camel_train
/wiki/Tea,/wiki/Kingston_upon_Hull
/wiki/Tea,/wiki/East_India_Company
/wiki/Tea,/wiki/Peter_Mundy
/wiki/Tea,/wiki/Fujian
/wiki/Tea,/wiki/Samuel_Pepys
/wiki/Tea,/wiki/Catherine_of_Braganza
/wiki/Tea,/wiki/Charles_II_of_England
/wiki/Tea,/wiki/Tea_Act
/wiki/Tea,/wiki/Boston_Tea_Party
/wiki/Tea,/wiki/American_Revolution
/wiki/Tea,/wiki/Opium_Wars
/wiki/Tea,/wiki/Kangxi_Emperor
/wiki/Tea,/wiki/Archibald_Campbell_(doctor)
/wiki/Tea,/wiki/Kumaon_Kingdom
/wiki/Tea,/wiki/Darjeeling
/wiki/Tea,/wiki/Darjeeling_tea
/wiki/Tea,/wiki/Robert_Fortune
/wiki/Tea,/wiki/First_Opium_War
/wiki/Tea,/wiki/Second_Opium_War
/wiki/Tea,/wiki/Himalayas
/wiki/Tea,/wiki/Assam
/wiki/Tea,/wiki/Anglo-Indians
/wiki/Tea,/wiki/Phenolic_content_in_tea
/wiki/Tea,/wiki/Solution_(chemistry)
/wiki/Tea,/wiki/Suspension_(chemistry)
/wiki/Tea,/wiki/Theobromine
/wiki/Tea,/wiki/Theophylline
/wiki/Tea,/wiki/Xanthine
/wiki/Tea,/wiki/Polyphenol
/wiki/Tea,/wiki/Flavonoid
/wiki/Tea,/wiki/Epigallocatechin_gallate
/wiki/Tea,/wiki/Flavan-3-ol
/wiki/Tea,/wiki/Clinical_research
/wiki/Tea,/wiki/Health_effects_of_tea
/wiki/Tea,/wiki/Nutrient
/wiki/Tea,/wiki/Mineral_(nutrient)
/wiki/Tea,/wiki/Manganese
/wiki/Tea,/wiki/Reference_Daily_Intake
/wiki/Tea,/wiki/Fluoride
/wiki/Tea,/wiki/Tea_production_in_Sri_Lanka
/wiki/Tea,/wiki/Tropical_climate
/wiki/Tea,/wiki/Subtropics
/wiki/Tea,/wiki/Oceanic_climate
/wiki/Tea,/wiki/Cornwall
/wiki/Tea,/wiki/Perthshire
/wiki/Tea,/wiki/Washington_(state)
/wiki/Tea,/wiki/Vancouver_Island
/wiki/Tea,/wiki/Hobart
/wiki/Tea,/wiki/Waikato
/wiki/Tea,/wiki/Hardiness_zone
/wiki/Tea,/wiki/Soil_pH
/wiki/Tea,/wiki/Kenya
/wiki/Tea,/wiki/Pu%27er_tea
/wiki/Tea,/wiki/Strain_(biology)
/wiki/Tea,/wiki/Assam_tea
/wiki/Tea,/wiki/Sa_Pa
/wiki/Tea,/wiki/Vietnam
/wiki/Tea,/wiki/Helopeltis
/wiki/Tea,/wiki/Hemiptera
/wiki/Tea,/wiki/Mosquito
/wiki/Tea,/wiki/Insecticide
/wiki/Tea,/wiki/List_of_Lepidoptera_that_feed_on_Camellia
/wiki/Tea,/wiki/List_of_tea_diseases
/wiki/Tea,"/wiki/S%C3%A3o_Miguel_Island,_Azores"
/wiki/Tea,/wiki/Guria
/wiki/Tea,/wiki/Tonne
/wiki/Tea,/wiki/Argentina
/wiki/Tea,/wiki/Sri_Lanka
/wiki/Tea,/wiki/Shelf_life
/wiki/Tea,/wiki/Chun_Mee_tea
/wiki/Tea,/wiki/Desiccant
/wiki/Tea,/wiki/China
/wiki/Tea,/wiki/India
/wiki/Tea,/wiki/Turkey
/wiki/Tea,/wiki/Iran
/wiki/Tea,/wiki/Indonesia
/wiki/Tea,/wiki/Japan
/wiki/Tea,/wiki/Gorreana
/wiki/Tea,/wiki/S%C3%A3o_Miguel_Island
/wiki/Tea,/wiki/Azores_archipelago
/wiki/Tea,/wiki/North_Atlantic_Ocean
/wiki/Tea,/wiki/Agriculture_in_Georgia_(country)
/wiki/Tea,/wiki/Tea_processing
/wiki/Tea,/wiki/White_tea
/wiki/Tea,/wiki/Fermented_tea
/wiki/Tea,/wiki/Wilting
/wiki/Tea,/wiki/Food_browning
/wiki/Tea,/wiki/Enzyme
/wiki/Tea,/wiki/Chlorophyll
/wiki/Tea,/wiki/Tea_blending_and_additives
/wiki/Tea,/wiki/Ginger
/wiki/Tea,/wiki/Clove
/wiki/Tea,/wiki/Lamiaceae
/wiki/Tea,/wiki/Cardamom
/wiki/Tea,/wiki/Bergamot_orange
/wiki/Tea,/wiki/Earl_Grey_tea
/wiki/Tea,/wiki/Vanilla
/wiki/Tea,/wiki/Spearmint
/wiki/Tea,/wiki/Jasmine_tea
/wiki/Tea,/wiki/Madame_de_S%C3%A9vign%C3%A9
/wiki/Tea,/wiki/Masala_chai
/wiki/Tea,/wiki/Han_Chinese
/wiki/Tea,/wiki/Manchu_people
/wiki/Tea,/wiki/Hong_Kong-style_milk_tea
/wiki/Tea,/wiki/Tibetan_people
/wiki/Tea,/wiki/Yak_butter
/wiki/Tea,/wiki/Bavaria
/wiki/Tea,/wiki/Polish_language
/wiki/Tea,/wiki/UHT
/wiki/Tea,/wiki/Heat_transfer
/wiki/Tea,/wiki/Tea_bag
/wiki/Tea,/wiki/Rationing_in_the_United_Kingdom_during_and_after_World_War_II
/wiki/Tea,/wiki/Yorkshire
/wiki/Tea,/wiki/Tetley
/wiki/Tea,/wiki/Tetrahedron
/wiki/Tea,/wiki/Tea_chest
/wiki/Tea,/wiki/BoPET
/wiki/Tea,/wiki/Infuser
/wiki/Tea,/wiki/Pu-erh
/wiki/Tea,/wiki/Tuo_cha
/wiki/Tea,/wiki/Tea_brick
/wiki/Tea,/wiki/Zen
/wiki/Tea,/wiki/Buddhism
/wiki/Tea,/wiki/Matcha
/wiki/Tea,/wiki/Instant_tea
/wiki/Tea,/wiki/Freeze_drying
/wiki/Tea,/wiki/Instant_coffee
/wiki/Tea,/wiki/Nestl%C3%A9
/wiki/Tea,/wiki/Iced_tea
/wiki/Tea,/wiki/Powdered_milk
/wiki/Tea,/wiki/Canned_tea
/wiki/Tea,/wiki/Tea_culture
/wiki/Tea,/wiki/Tea_party
/wiki/Tea,/wiki/Tea_ceremony
/wiki/Tea,/wiki/Chinese_tea_culture
/wiki/Tea,/wiki/Japanese_tea_ceremony
/wiki/Tea,/wiki/Gongfu_tea_ceremony
/wiki/Tea,/wiki/Yixing_clay_teapot
/wiki/Tea,/wiki/Bengalis
/wiki/Tea,/wiki/Tea_in_the_United_Kingdom
/wiki/Tea,/wiki/Teahouse
/wiki/Tea,/wiki/Tea_(meal)#afternoon_tea
/wiki/Tea,/wiki/Cream_tea
/wiki/Tea,/wiki/Clotted_cream
/wiki/Tea,/wiki/Tea_(meal)#Tea_as_the_evening_meal
/wiki/Tea,/wiki/Irish_breakfast_tea
/wiki/Tea,/wiki/Tea_culture#Ireland
/wiki/Tea,/wiki/Tea_in_Turkey
/wiki/Tea,/wiki/Turkish_cuisine
/wiki/Tea,/wiki/Rize_Province
/wiki/Tea,/wiki/Russian_tea_culture
/wiki/Tea,/wiki/Michael_I_of_Russia
/wiki/Tea,/wiki/Samovar
/wiki/Tea,/wiki/Kahwah
/wiki/Tea,/wiki/Pashtuns
/wiki/Tea,"/wiki/Balochistan,_Pakistan"
/wiki/Tea,/wiki/Khyber_Pakhtunkhwa
/wiki/Tea,/wiki/Chitral
/wiki/Tea,/wiki/Gilgit-Baltistan
/wiki/Tea,/wiki/Butter_tea
/wiki/Tea,/wiki/Indian_tea_culture
/wiki/Tea,/wiki/Iranian_peoples
/wiki/Tea,/wiki/Northern_Iran
/wiki/Tea,/wiki/Caspian_Sea
/wiki/Tea,/wiki/Myanmar
/wiki/Tea,/wiki/Lahpet
/wiki/Tea,/wiki/Gunpowder_tea
/wiki/Tea,/wiki/Bamako
/wiki/Tea,/wiki/Sweet_tea
/wiki/Tea,/wiki/Southeastern_United_States
/wiki/Tea,/wiki/Turkish_tea
/wiki/Tea,/wiki/List_of_countries_by_tea_consumption_per_capita
/wiki/Tea,/wiki/Taiwan
/wiki/Tea,/wiki/Pesticide
/wiki/Tea,/wiki/Child_labor
/wiki/Tea,/wiki/U.S._Department_of_Labor
/wiki/Tea,/wiki/List_of_Goods_Produced_by_Child_Labor_or_Forced_Labor
/wiki/Tea,/wiki/Living_wage
/wiki/Tea,/wiki/Rainforest_Alliance
/wiki/Tea,/wiki/Fairtrade_certification
/wiki/Tea,/wiki/UTZ_Certified
/wiki/Tea,/wiki/Organic_certification
/wiki/Tea,/wiki/Lipton
/wiki/Tea,/wiki/PG_Tips
/wiki/Tea,/wiki/Pickwick_tea
/wiki/Tea,/wiki/Cannabis_tea
/wiki/Tea,/wiki/Chifir%27
/wiki/Tea,/wiki/Frederick_John_Horniman
/wiki/Tea,/wiki/Indian_Tea_Association
/wiki/Tea,/wiki/International_Tea_Day
/wiki/Tea,/wiki/ISO_3103
/wiki/Tea,/wiki/Kombucha
/wiki/Tea,/wiki/List_of_Chinese_teas
/wiki/Tea,/wiki/List_of_hot_beverages
/wiki/Tea,/wiki/List_of_national_drinks
/wiki/Tea,/wiki/List_of_tea_companies
/wiki/Tea,/wiki/Peace_Iced_Tea
/wiki/Tea,/wiki/Tea_classics
/wiki/Tea,/wiki/Tea_leaf_grading
/wiki/Tea,/wiki/Tea_strainer
/wiki/Tea,/wiki/Tea_tasting
/wiki/Tea,/wiki/The_New_York_Times
/wiki/Tea,/wiki/Alan_Macfarlane
/wiki/Tea,/wiki/Iris_Macfarlane
/wiki/Tea,/wiki/Online_Etymology_Dictionary
/wiki/Tea,/wiki/George_van_Driem
/wiki/Tea,/wiki/The_Independent
/wiki/Tea,/wiki/Nature_(journal)
/wiki/Tea,/wiki/Phys.org
/wiki/Tea,/wiki/Great_Soviet_Encyclopedia
/wiki/Tea,/wiki/In_Our_Time_(BBC_Radio_4)
/wiki/Tea,/wiki/BBC_Radio_4
/wiki/Tea,/wiki/Sarah_Rose
/wiki/Tea,/wiki/The_Daily_Telegraph
/wiki/Tea,/wiki/Vancouver_Sun
/wiki/Tea,/wiki/The_Mercury_(Hobart)
/wiki/Tea,/wiki/The_Cook_and_the_Chef
/wiki/Tea,/wiki/Australian_Broadcasting_Corporation
/wiki/Tea,/wiki/The_New_Zealand_Herald
/wiki/Tea,/wiki/Encyclop%C3%A6dia_Britannica
/wiki/Tea,/wiki/BBC_News
/wiki/Tea,/wiki/The_Irish_Times
/wiki/Tea,/wiki/Turkish_Statistical_Institute
/wiki/Tea,/wiki/CNN_Turk
/wiki/Tea,/wiki/Hindustan_Times
/wiki/Tea,/wiki/War_on_Want
/wiki/Tea,/wiki/Hong_Kong_University_Press
/wiki/Tea,/wiki/Ten_Speed_Press
/wiki/Tea,/wiki/Thames_%26_Hudson
/wiki/Tea,/wiki/Wuyi_tea
/wiki/Tea,/wiki/Tea_production_in_Sri_Lanka#Ceylon_black_tea
/wiki/Tea,/wiki/Congou
/wiki/Tea,/wiki/Dianhong
/wiki/Tea,/wiki/Golden_Monkey_tea
/wiki/Tea,/wiki/Jin_Jun_Mei_tea
/wiki/Tea,/wiki/Kangra_tea
/wiki/Tea,/wiki/Keemun
/wiki/Tea,/wiki/Nilgiri_tea
/wiki/Tea,/wiki/Sikkim_tea
/wiki/Tea,/wiki/Tibeti
/wiki/Tea,/wiki/Rize_tea
/wiki/Tea,/wiki/Yingdehong_tea
/wiki/Tea,/wiki/Bai_Jiguan_tea
/wiki/Tea,/wiki/Ban_Tian_Yao_tea
/wiki/Tea,/wiki/Bu_Zhi_Chun_tea
/wiki/Tea,/wiki/Da_Hong_Pao
/wiki/Tea,/wiki/Dong_Ding_tea
/wiki/Tea,/wiki/Dongfang_meiren
/wiki/Tea,/wiki/High-mountain_tea
/wiki/Tea,/wiki/Huangjin_Gui
/wiki/Tea,/wiki/Huang_Meigui_tea
/wiki/Tea,/wiki/Jin_Xuan_tea
/wiki/Tea,/wiki/Qilan_tea
/wiki/Tea,/wiki/Pouchong
/wiki/Tea,/wiki/Rougui_tea
/wiki/Tea,/wiki/Ruanzhi_tea
/wiki/Tea,/wiki/Shui_Jin_Gui_tea
/wiki/Tea,/wiki/Shui_Hsien_tea
/wiki/Tea,/wiki/Tieluohan_tea
/wiki/Tea,/wiki/Tieguanyin
/wiki/Tea,/wiki/Anji_bai_cha
/wiki/Tea,/wiki/Aracha
/wiki/Tea,/wiki/Baimao_Hou
/wiki/Tea,/wiki/Bancha
/wiki/Tea,/wiki/Biluochun
/wiki/Tea,/wiki/Chun_Mee
/wiki/Tea,/wiki/Dafang_tea
/wiki/Tea,/wiki/Genmaicha
/wiki/Tea,/wiki/Lu%27an_Melon_Seed_tea
/wiki/Tea,/wiki/Gyokuro
/wiki/Tea,/wiki/H%C5%8Djicha
/wiki/Tea,/wiki/Taiping_houkui
/wiki/Tea,/wiki/Huangshan_Maofeng
/wiki/Tea,/wiki/Hyson
/wiki/Tea,/wiki/Sencha#Kabusecha
/wiki/Tea,/wiki/Kamairicha
/wiki/Tea,/wiki/Konacha
/wiki/Tea,/wiki/Kukicha
/wiki/Tea,/wiki/Xinyang_Maojian_tea
/wiki/Tea,/wiki/Mecha_(tea)
/wiki/Tea,/wiki/Mengding_Ganlu_tea
/wiki/Tea,/wiki/Sencha
/wiki/Tea,/wiki/Sencha#Shincha
/wiki/Tea,/wiki/Tamaryokucha
/wiki/Tea,/wiki/Baimudan_tea
/wiki/Tea,/wiki/Baihao_Yinzhen
/wiki/Tea,/wiki/Shoumei_tea
/wiki/Tea,/wiki/Junshan_Yinzhen
/wiki/Tea,/wiki/Huoshan_Huangya_tea
/wiki/Tea,/wiki/Doncha
/wiki/Tea,/wiki/Lady_Grey_(tea)
/wiki/Tea,/wiki/English_breakfast_tea
/wiki/Tea,/wiki/English_afternoon_tea
/wiki/Tea,/wiki/Lapsang_souchong
/wiki/Tea,/wiki/Maghrebi_mint_tea
/wiki/Tea,/wiki/Prince_of_Wales_tea_blend
/wiki/Tea,/wiki/Russian_Caravan
/wiki/Tea,/wiki/Dried_lime_tea
/wiki/Tea,/wiki/Ginger_tea
/wiki/Tea,/wiki/Ilex_guayusa
/wiki/Tea,/wiki/Koththamalli
/wiki/Tea,/wiki/Kuding
/wiki/Tea,/wiki/Mate_(drink)
/wiki/Tea,/wiki/Tea_in_Australia
/wiki/Tea,/wiki/Ceylon_tea
/wiki/Tea,/wiki/Chinese_tea
/wiki/Tea,/wiki/Iranian_cuisine#Drinks
/wiki/Tea,/wiki/Korean_tea
/wiki/Tea,/wiki/Nepali_tea
/wiki/Tea,/wiki/Taiwanese_tea
/wiki/Tea,/wiki/Vietnamese_tea
/wiki/Tea,/wiki/Tea_(meal)
/wiki/Tea,/wiki/Tasseography
/wiki/Tea,/wiki/East_Asian_tea_ceremony
/wiki/Tea,/wiki/Yum_cha
/wiki/Tea,/wiki/Korean_tea_ceremony
/wiki/Tea,/wiki/Taiwanese_tea_culture
/wiki/Tea,/wiki/Ryukyuan_tea_ceremony
/wiki/Tea,/wiki/Tea_garden
/wiki/Tea,/wiki/Cha_chaan_teng
/wiki/Tea,/wiki/Chashitsu
/wiki/Tea,/wiki/Mizuya
/wiki/Tea,/wiki/Sukiya-zukuri
/wiki/Tea,/wiki/Roji
/wiki/Tea,/wiki/American_tea_culture
/wiki/Tea,/wiki/Arabic_tea
/wiki/Tea,/wiki/Argentine_tea_culture
/wiki/Tea,/wiki/Azerbaijani_tea_culture
/wiki/Tea,/wiki/Brazilian_tea_culture
/wiki/Tea,/wiki/Dominican_tea_culture
/wiki/Tea,/wiki/Hong_Kong_tea_culture
/wiki/Tea,/wiki/Mexican_tea_culture
/wiki/Tea,/wiki/Pakistani_tea_culture
/wiki/Tea,/wiki/Senegalese_tea_culture
/wiki/Tea,/wiki/History_of_tea_in_India
/wiki/Tea,/wiki/History_of_tea_in_Japan
/wiki/Tea,/wiki/Decaffeination
/wiki/Tea,/wiki/London_Tea_Auction
/wiki/Tea,/wiki/Chittagong_Tea_Auction
/wiki/Tea,/wiki/Guwahati_Tea_Auction_Centre
/wiki/Tea,/wiki/Tea_production_in_Bangladesh
/wiki/Tea,/wiki/Tea_production_in_Kenya
/wiki/Tea,/wiki/Tea_production_in_the_United_States
/wiki/Tea,/wiki/Flowering_tea
/wiki/Tea,/wiki/Infusion
/wiki/Tea,/wiki/Decoction
/wiki/Tea,/wiki/Theanine
/wiki/Tea,/wiki/Catechin
/wiki/Tea,/wiki/Theaflavin
/wiki/Tea,/wiki/Bubble_tea
/wiki/Tea,/wiki/Builder%27s_tea
/wiki/Tea,/wiki/Burmese_milk_tea
/wiki/Tea,/wiki/Chifir
/wiki/Tea,/wiki/Doodh_pati_chai
/wiki/Tea,/wiki/Arnold_Palmer_(drink)
/wiki/Tea,/wiki/Jagertee
/wiki/Tea,/wiki/Lei_cha
/wiki/Tea,/wiki/Milk_tea
/wiki/Tea,/wiki/Noon_chai
/wiki/Tea,/wiki/Seven_Color_Tea
/wiki/Tea,/wiki/Shahi_haleeb
/wiki/Tea,/wiki/Suutei_tsai
/wiki/Tea,/wiki/Teh_tarik
/wiki/Tea,/wiki/Thai_tea
/wiki/Tea,/wiki/Yuenyeung
/wiki/Tea,/wiki/Teaware
/wiki/Tea,/wiki/Tea_caddy
/wiki/Tea,/wiki/Teacup
/wiki/Tea,/wiki/Teapot
/wiki/Tea,/wiki/Tea_set
/wiki/Tea,/wiki/Coffee
/wiki/Tea,/wiki/Camellia_japonica
/wiki/Tea,/wiki/Camellia_sasanqua
/wiki/Tea,/wiki/Lipton_Institute_of_Tea
/wiki/Tea,/wiki/Tea_Research_and_Extension_Station
/wiki/Tea,/wiki/Tea
